USAGE_DATE,SoCal_AMI_NONAMI_MDTH,SoCal_CUST_COUNT,SD_AMI_NONAMI_MDTH,SD_CUST_COUNT,SEU_AMI_NONAMI_MDTH,SEU_CUST_COUNT
2019-10-07,629.9547894,5965802.0,89.1224269946,898832.0,719.0772163946,6864634.0
2019-10-06,621.6795117999999,5964472.0,94.1103952946,898721.0,715.7899070945999,6863193.0
2019-10-05,642.8861532,5964933.0,95.31721569460001,898242.0,738.2033688946,6863175.0
2019-10-04,673.66628,5965564.0,94.9036728946,898294.0,768.5699528946001,6863858.0
2019-10-03,679.1312867999999,5966119.0,92.3083004946,898888.0,771.4395872945998,6865007.0
2019-10-02,694.2670432,5966316.0,94.9134479946,898449.0,789.1804911946,6864765.0
2019-10-01,707.4678115,5968337.0,93.26789389460001,898377.0,800.7357053946,6866714.0
2019-09-30,697.9611342,5967686.0,92.83535893400001,898203.0,790.796493134,6865889.0
2019-09-29,639.7132273999999,5965896.0,88.706484034,897876.0,728.419711434,6863772.0
2019-09-28,615.3914660999999,5966033.0,87.294687134,898438.0,702.6861532339999,6864471.0
2019-09-27,606.1640382999999,5965714.0,85.318525734,898037.0,691.4825640339999,6863751.0
2019-09-26,595.4257585,5965796.0,81.94049713400001,897446.0,677.366255634,6863242.0
2019-09-25,587.7652631,5965267.0,80.843179434,898131.0,668.608442534,6863398.0
2019-09-24,595.2841243,5966535.0,81.625101734,898084.0,676.9092260340001,6864619.0
2019-09-23,587.8396073,5964767.0,78.87049273400001,897754.0,666.710100034,6862521.0
2019-09-22,567.9076192,5963335.0,82.037780434,897650.0,649.945399634,6860985.0
2019-09-21,586.7182569999999,5964017.0,83.249873734,897537.0,669.9681307339999,6861554.0
2019-09-20,607.1249485,5963473.0,84.433131834,897029.0,691.5580803339999,6860502.0
2019-09-19,605.5440200999999,5963779.0,82.547190334,897903.0,688.0912104339999,6861682.0
2019-09-18,596.9862211,5963199.0,82.75607513400001,897649.0,679.7422962339999,6860848.0
2019-09-17,592.6951771,5964547.0,78.710466334,897499.0,671.405643434,6862046.0
2019-09-16,575.3493308,5962250.0,75.09817293399999,897626.0,650.447503734,6859876.0
2019-09-15,540.6390226999999,5960596.0,77.810753934,897721.0,618.4497766339999,6858317.0
2019-09-14,535.4178044999999,5960925.0,77.15819063400001,897457.0,612.5759951339999,6858382.0
2019-09-13,559.5222016,5960960.0,77.549563134,897350.0,637.071764734,6858310.0
2019-09-12,577.6422215,5961194.0,78.565195134,897643.0,656.207416634,6858837.0
2019-09-11,586.0005183999999,5960957.0,80.869979934,897132.0,666.8704983339999,6858089.0
2019-09-10,581.2016289999999,5962134.0,78.810111034,897471.0,660.0117400339999,6859605.0
2019-09-09,568.4785479,5960141.0,77.520631634,897854.0,645.999179534,6857995.0
2019-09-08,539.605584,5958736.0,76.754187734,897169.0,616.359771734,6855905.0
2019-09-07,519.3509475,5959546.0,72.391086634,897950.0,591.7420341339999,6857496.0
2019-09-06,520.7201188,5960012.0,71.436355634,897116.0,592.1564744340001,6857128.0
2019-09-05,519.9617728,5959621.0,70.682322434,897378.0,590.6440952339999,6856999.0
2019-09-04,521.5796181,5963342.0,70.972650834,897185.0,592.5522689339999,6860527.0
2019-09-03,518.6620346999999,5960732.0,71.063406934,897479.0,589.7254416339999,6858211.0
2019-09-02,509.6161135,5959303.0,74.833801734,897364.0,584.449915234,6856667.0
2019-09-01,487.21452639999995,5957510.0,72.246609934,896872.0,559.461136334,6854382.0
2019-08-31,512.1678722,5967816.0,74.7292554499,897850.0,586.8971276499001,6865666.0
2019-08-30,530.7929661999999,5967559.0,75.5252769499,897836.0,606.3182431498999,6865395.0
